,abstract,citations,link,reference,title,year
10,"… Software level  difficult, with excessively overhead in the "" … Containers allowdata-centre and  admin's to run double to triple epochs periods extra servertasks/instances//jobs/processes on a precise server … NAMESPACES OFFER ISOLATION AND … ",18,https://ieeexplore.ieee.org/abstract/document/7530284/,", JK Patel, S Akhtar… - … conference on circuit …, 2016 - ieeexplore.ieee.org","A study, analysis and deep dive on cloud security VM ""rollback"" attack virtual machine IaaS PAAS cloud security VM ""rollback"" attack virtual machine IaaS in terms of Docker container ",2016
11,"…  providers must undertake a substantial effort to  their systems in order to minimizethese threats that result from creation, communication, monitoring, modification, and … In a sharedenvironment, the  strength of the  equals the  strength of its … ",6,https://pdfs.semanticscholar.org/d765/432eaf890f1e9d3f9cf621cc08474e4e8a74.pdf,"VK Veeramachaneni - Int. J. Eng. Sci. Innov. Technol, 2015 - pdfs.semanticscholar.org","Issues and Countermeasures in cloud security VM ""rollback"" attack virtual machine IaaS Computing Environment",2015
12,… Hardware based mechanism is discussed in Jin et al. [82] to  guest  beneath unreliable hypervisor … This approach decreases the complexity and provides against various physical intrusions in  datacenter. 3.2.5 scheduling  … ,4,https://content.iospress.com/articles/multiagent-and-grid-systems/mgs262,"DJ Prathyusha, S Naseera - Multiagent and Grid Systems, 2017 - content.iospress.com","A study on cloud security VM ""rollback"" attack virtual machine IaaS issues",2017
13,"… To   before launching user can employ the techniques such as HyperSafe, TCCP(Trusted  Computing Platforms … TID4 VID41, VID52  flaws in most  monitorsProper monitoring of  and filtering of illegal and legal users from the  … ",15,https://www.igi-global.com/article/analyzing-virtualization-vulnerabilities-and-design-a-secure-cloud-environment-to-prevent-from-xss-attack/144185,"N Nagar,  - International Journal of Applications and …, 2016 - igi-global.com","Analyzing virtualization vulnerabilities and design a cloud security VM ""rollback"" attack virtual machine IaaS environment to prevent from XSS ",2016
14,… more  deployment models in which  resources are bound together by different  …SaaS -API  -Semantic Access Control Policy Language -CloudProtect -Internetware … iscarried out by gaining unauthorized access to a high-performance  server with … ,3,http://www.ijeter.everscience.org/Manuscripts/Volume-5/Issue-12/Vol-5-issue-12-M-17.pdf,"AI Wani,  - International Journal of Emerging …, 2017 - ijeter.everscience.org","A Survey of cloud security VM ""rollback"" attack virtual machine IaaS issues and cloud security VM ""rollback"" attack virtual machine IaaS in cloud security VM ""rollback"" attack virtual machine IaaS and their possible defenses",2017
15,"… Soh, and J. a. Thom, “ computing : From single to multi-,” Proc … Santhi Thilagam,“Heuristics based server consolidation with residual resource defragmentation in  datacenters … Wei, X. Zhang, G. Ammons, V. Bala, and P. Ning, “Managing  of  … ",5,https://ieeexplore.ieee.org/abstract/document/7796151/,", , … - … on smart  …, 2016 - ieeexplore.ieee.org","A framework to cloud security VM ""rollback"" attack virtual machine IaaS the cloud security VM ""rollback"" attack virtual machine IaaS image in cloud security VM ""rollback"" attack virtual machine IaaS computing",2016
16,"… So, after identifying the threats and vulnerabilities there are various ways to  the  … Theencryption methods and various devices are being used for the  like firewalls and intrusiondetection systems which can further protect the  system. Page 7 … ",2,https://www.academia.edu/download/46484247/v4i516.pdf,"D Nagpal,  - International journal of research in computer …, 2016 - academia.edu","Survey on threats cloud security VM ""rollback"" attack virtual machine IaaS and implementation of cloud security VM ""rollback"" attack virtual machine IaaS in cloud security VM ""rollback"" attack virtual machine IaaS infrastructure",2016
17,"… 253– 264. [8] S. et al, “All your  are belong to us:  analysis of  managementinterfaces,” in ACM CCSW '11. [9] T. Garfinkel and M. Rosenblum, “A   Intro-spection Based Architecture for Intrusion Detection,” in Proc. NDSS, 2003 … ",37,https://ieeexplore.ieee.org/abstract/document/6655704/,"J Schiffman, , … - 2013 IEEE Ninth World …, 2013 - ieeexplore.ieee.org",verifier: Verifiable auditing service for ,2013
18,"… of cost and scaling like public , while the  and control of private  are also …full access at the backend to the allocated  and thus proper  measures should … launchesits own malicious service instance or   instance into the  System … ",16,https://ieeexplore.ieee.org/abstract/document/8301700/,", A Bardhan, K Gupta, P Saha… - 2018 IEEE 8th …, 2018 - ieeexplore.ieee.org","computing cloud security VM ""rollback"" attack virtual machine IaaS challenges & solutions-A survey",2018
19,"…   offer additional resources such as a - disk image library, raw blockstorage … A fixed bug can introduce another  hole in the application [ 18 … To prevent from such , intrusion detection system (IDS)/intrusion prevention system (IPS) can … ",6,https://link.springer.com/chapter/10.1007/978-81-322-2674-1_17,"K Kanagasabapathi, S Deepak,  - Proceedings of the …, 2016 - Springer","A study on cloud security VM ""rollback"" attack virtual machine IaaS issues in cloud security VM ""rollback"" attack virtual machine IaaS computing",2016
20,"… An architecture for  active monitoring using virtualization”,Proc 29th IEEE symposium privacy PP … Thomas, Eran Tromer, Hovav Shacham, Stefan Savage ”Hey,you Get off my: Exploring Information leakage in third party compute ,” proc.16 … ",2,https://hrcak.srce.hr/205758,"L Joseph, R Mukesh - 2018 - hrcak.srce.hr","Detection of malware cloud security VM ""rollback"" attack virtual machine IaaS on cloud security VM ""rollback"" attack virtual machine IaaS for a self-heal approach in cloud security VM ""rollback"" attack virtual machine IaaS computing using cloud security VM ""rollback"" attack virtual machine IaaS snapshots",2018
21,"… A  that is deployed and shared among a group of people for share common interest, suchas mission,  policy, application and services is known as community  … A hybrid is mixing of two or more  with same infrastructure and capabilities. 3.4 … ",150,https://www.sciencedirect.com/science/article/pii/S1084804516302983,",  - Journal of Network and Computer Applications, 2017 - Elsevier",issues and challenges: A survey,2017
22,"…  providers have to de- crypt the data to get the actual data in order to process it, whichraises the privacy concerns in the . Many encryption methods are based on the applicationof fully homomorphic encryption to provide in the  of  … ",8,https://www.igi-global.com/chapter/cloud-security-issues-and-challenges/171349,",  - Resource Management and Efficiency in  …, 2017 - igi-global.com",issues and challenges,2017
23,"… PaaS not only need to  the PaaS platform, but also it need to ensure the  of the …They know  policies of the company well, also they have special privilege … In this ,attacker launches a large number of requests to  from a large set of compromised … ",1,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.678.8674&rep=rep1&type=pdf,"MMN Rajkumar, V Venkatesakumar, MT Mahadevan… - 2014 - Citeseer","Measures in cloud security VM ""rollback"" attack virtual machine IaaS Computing an Extensive Assessment",2014
24,"… Today, public  such as Amazon's Elastic Compute  (EC2) is used to  … EC2 isAmazon's service infrastructure  which allows customers to deploy and run  …configuration of the  groups and re- lated information, eg, the  group membership … ",101,https://dl.acm.org/doi/abs/10.1145/1866835.1866853,", M Schunter, … - … computing  …, 2010 - dl.acm.org","audits of multi-tier cloud security VM ""rollback"" attack virtual machine IaaS infrastructures in public infrastructure ",2010
25,"… We will review in network layer all methods, approaches and  tools used to the public net- work.  Computing represents all  threats in 307 Page 6. (a) in depth (b) Defense in depth Fig. 2:  and defense in depth … ",5,https://ieeexplore.ieee.org/abstract/document/8308301/,"M Bouchaala, , LA Saidane… - 2017 IEEE/ACS 14th …, 2017 - ieeexplore.ieee.org","End to end cloud security VM ""rollback"" attack virtual machine IaaS computing architecture based on a novel classification of cloud security VM ""rollback"" attack virtual machine IaaS issues",2017
26,"… 11] Z. Chen, F. Han, J. Cao, X. Jiang, S. Chen, “ computing- based forensic analysis forcollaborative network  management system … K. Kourai, T. Azumi, and S. Chiba, “Aself-protection mechanism against stepping-stone  for  ”, in Ubiquitous … ",3,https://ieeexplore.ieee.org/abstract/document/8776897/,", M Saran, R Kumar - … Conference on  …, 2019 - ieeexplore.ieee.org","A survey on cloud security VM ""rollback"" attack virtual machine IaaS over sensor-",2019
27,"… Conse⁃ quently, the remaining data can be found and utilized by at⁃ tackers. In elastic ,the data eras⁃ ing usually occurs in the resource reallo⁃ cation process … The  of and hypervisors directly determine the securi⁃ ty of the whole  platform … ",2,http://zte-deutschland.de/pub/endata/magazine/ztecommunications/2017/2/articles/201706/P020170613314208461859.pdf,"C Wu, Q Liu, Y Li, Q Cheng, H Zhou - ZTE Communications, 2017 - zte-deutschland.de",A survey on ,2017
28,"… have been mentioned as barriers [6]. Therefore, where there are apparent benefits of public ,there also … and Application Programming are most important issues that need to be addressedbefore going on the  … The CSP2 must update the  policy promptly … ",17,https://ieeexplore.ieee.org/abstract/document/7905258/," - 2017 2nd International Conference on Anti-Cyber …, 2017 - ieeexplore.ieee.org","computing: Technology, cloud security VM ""rollback"" attack virtual machine IaaS issues and solutions",2017
29,"… Therefore, the  not only needs to keep track of the assigned IP addresses, which all  do, but enforce that the packages intended for a given  are not deliveredto another  … Page 7.  checklist for   deployments 7 … ",,https://arxiv.org/abs/1608.08787,", F Bisztray, G Lakatos, G Malasits… - arXiv preprint arXiv …, 2016 - arxiv.org","checklist for cloud security VM ""rollback"" attack virtual machine IaaS deployments",2016
30,"… Multi-tenancy is another feature unique to , especially in public  … in the  andprovides situational awareness through continuous monitoring of the   [29] … prototypewas based on firewall technology and authors revealed that the  policies are … ",1,https://link.springer.com/article/10.1007/s41870-018-0108-1,"A Singh - International Journal of Information Technology, 2019 - Springer","concerns and countermeasures in cloud security VM ""rollback"" attack virtual machine IaaS computing: a qualitative analysis",2019
31,"… .  Networks increase the  interconnectivity, an important challenge in  Computing. The most  way is to hook each  withits  by using dedicated physical channels. However … ",3,https://pdfs.semanticscholar.org/814c/89c174dc96fe5b15fbc5b620452ce1d92b62.pdf,"K Sriprasadh, P Kumar - Int. J. Comput. Sci. Inf. Technol, 2014 - pdfs.semanticscholar.org","M.: Ant colony optimization technique for cloud security VM ""rollback"" attack virtual machine IaaS various data retrieval in cloud security VM ""rollback"" attack virtual machine IaaS computing",2014
32,"… The hybrid  is a composition of both public and private  characteristics … One of thevirtualization  challenges faces  system is a lack of  protection … Common that might threaten  infrastructure are Theft-of-Service, DoS, Malware Injection … ",15,https://www.tojdel.net/journals/tojdel/articles/v05i04/v05i04-01.pdf," - The Online Journal of Distance Education and e …, 2017 - tojdel.net","A Systematic Review Of cloud security VM ""rollback"" attack virtual machine IaaS Challenges In Higher Education",2017
33,,6,,"C Jarabek - from University of Calgary: http://people. ucalgary. ca …, 2011",,2011
34,"… doi:10.1016/j.ins.2013.04.028 5. Alzain, MA, Pardede, E., Soh, B., & Thom, JA (2012). Computing : From Single to Multi-. 2012 45th Hawaii InternationalConference on System Sciences. doi:10.1109/hicss.2012.153 … ",1,https://www.dpublication.com/wp-content/uploads/2018/12/RST-7-135.pdf,"T Atobishi, S Podruzsik, SZ Gabor - 2018 - dpublication.com","A review of the cloud security VM ""rollback"" attack virtual machine IaaS challenges in the cloud security VM ""rollback"" attack virtual machine IaaS computing",2018
35,"… and it has been derived properly and in clear way, which gives proper view of  and challenges … For  of  systems, here there is a consideration of three major factors … provides storage service for data where user can store data for future purpose … ",,https://www.researchgate.net/profile/Foram_Suthar/publication/335807665_A_Survey_on_Cloud_Security_Issues/links/5dd95adf458515dc2f48c00a/A-Survey-on-Cloud-Security-Issues.pdf,", SVO Khanna, J Patel - 2019 - researchgate.net","A Survey on cloud security VM ""rollback"" attack virtual machine IaaS Issues",2019
36,"… used, a malicious hypervisor can still issue  through legal  operations or … takes a novelapproach that lets the  processor provide -enhancing mechanisms … We introduce logging mechanism to make  operations auditable, and sealed policies … ",5,https://ieeexplore.ieee.org/abstract/document/7230281/,", Y Liu, H Guan, , … - … on  …, 2015 - ieeexplore.ieee.org",outsourcing of ,2015
37,"… Current method of digital identity management is not good enough for hybrid  … We describesome major   on the   layer, as elaborated below … Side-channel are likely one of the most challenging types of  in a  environment … ",,https://ieeexplore.ieee.org/abstract/document/8769497/,"L Alhenaki, A Alwatban, B Alamri… - … & Information  …, 2019 - ieeexplore.ieee.org","A Survey on the cloud security VM ""rollback"" attack virtual machine IaaS of cloud security VM ""rollback"" attack virtual machine IaaS Computing",2019
38,"… and accurate alternative where available, and can be useful in a federated  context … is basedon our VMInformant architecture[4]. In this work a taxonomy of  -related events … Werun the migration detection application in the US region  after setting the Landmarks … ",3,https://ieeexplore.ieee.org/abstract/document/7371459/,",  - … Conference on Cyber and  …, 2015 - ieeexplore.ieee.org",Implementing migration-aware ,2015
39,"… In terms of elastic , today's  environment require concrete firewallsthat provide network  protection at the edge of private  andexceptionally scalable north-south data centre firewall … ",4,http://eprints.covenantuniversity.edu.ng/11314/,", , S Misra - 2018 - eprints.covenantuniversity.edu.ng","computing cloud security VM ""rollback"" attack virtual machine IaaS : Issues and developments",2018
40,"… a malicious VMM and try to access integrity data via the -critical interface … 3.4 Management The proposed architecture provides a  management scheme guaranteeing … In native  architecture,  administrators can start guest  arbitrarily and … ",13,https://ieeexplore.ieee.org/abstract/document/7010017/,"J Seol, , , … - IEEE Transactions on …, 2015 - ieeexplore.ieee.org","A trusted cloud security VM ""rollback"" attack virtual machine IaaS environment with hardware cloud security VM ""rollback"" attack virtual machine IaaS module",2015
41,"… It is also isolated from any other networks to avoid  risks when participants conduct exercises. That is why we focus on private  for now. A.  Frameworks Overview Tofind a framework that fits our needs, several private  frameworks were … ",13,https://ieeexplore.ieee.org/abstract/document/6654452/,"D Moritz, C Willems, M Goderbauer… - Proceedings of 2013 …, 2013 - ieeexplore.ieee.org","Enhancing a cloud security VM ""rollback"" attack virtual machine IaaS lab with a private cloud security VM ""rollback"" attack virtual machine IaaS framework",2013
42,"…  from the same provider can be spread through several data centers … underlying SaaS,PaaS, or  infrastructure makes part of the responsibilities of the  provider … infrastructuresdecisions, but also about the human element in the context of information  [276 … ",448,https://link.springer.com/article/10.1007/s10207-013-0208-7,", LFB Soares, JV Gomes… - … of Information , 2014 - Springer","issues in cloud security VM ""rollback"" attack virtual machine IaaS environments: a survey",2014
43,"… Tari Z (2014)  and Privacy in  Computing. IEEE  Computing 1(1):54–57 … SelvamL, Kumar PM, Renjith JA (2014) Encryption-based  sharing of data with fine-grained accesscontrol in public . Journal of Applied  Research … ",1,https://link.springer.com/article/10.1007/s11036-019-01261-3,"L Joseph, R Mukesh - Mobile Networks and Applications, 2019 - Springer","Securing and Self recovery of cloud security VM ""rollback"" attack virtual machine IaaS in cloud security VM ""rollback"" attack virtual machine IaaS with an Autonomic Approach using Snapshots",2019
44,"… storage. In [55], Bessani et al. proposed Depsky which uses many  to builda -of- to address two  requirements in their storage system,which are confidentiality and availability of data. They … ",82,https://pdfs.semanticscholar.org/09fd/5326be429b39d75103ddd6550176c10e0ba3.pdf,"S Aldossary,  - International Journal of …, 2016 - pdfs.semanticscholar.org","Data cloud security VM ""rollback"" attack virtual machine IaaS , privacy, availability and integrity in cloud security VM ""rollback"" attack virtual machine IaaS computing: issues and current solutions",2016
45,"… to the presence of multi-tenants in a  environment, resources (ie, servers, , storage)are … These  vulnerabilities represent some of the most significant obstacles to the adoptionof … data to , administrators need to ensure that all data in  are completely … ",38,https://www.researchgate.net/profile/Tariqul_Islam16/publication/308172311_A_Classification_and_Characterization_of_Security_Threats_in_Cloud_Computing/links/57dc38cf08aeea195935c51f/A-Classification-and-Characterization-of-Security-Threats-in-Cloud-Computing.pdf,", , S Zeadally - Int. J. Next-Gener. Comput, 2016 - researchgate.net","A classification and characterization of cloud security VM ""rollback"" attack virtual machine IaaS threats in cloud security VM ""rollback"" attack virtual machine IaaS computing",2016
46,"… Infrastructure-as-a-Service ()  [1] and virtualized Grid computing are based on theidea that users build individual  … In this article, a new approach to increase the  of  in either virtualized Grid or  computing environments has … ",50,https://link.springer.com/article/10.1186/2192-113X-1-12,"R Schwarzkopf, M Schmidt, C Strack, S Martin… - Journal of  …, 2012 - Springer","Increasing cloud security VM ""rollback"" attack virtual machine IaaS in cloud security VM ""rollback"" attack virtual machine IaaS environments",2012
47,… 3 PROPOSED COLLABORATIVE AGENT BASED IDS FRAMEWORK FOR  Our proposed CIDS framework for … Securing  from ddos  using intrusion detectionsystem in   … Distributed intrusion detection in  using mobile agents … ,2,https://dl.acm.org/doi/abs/10.1145/3136825.3136905,"U Nagar, , ,  - … International Conference on of …, 2017 - dl.acm.org","A framework for data cloud security VM ""rollback"" attack virtual machine IaaS in cloud security VM ""rollback"" attack virtual machine IaaS using collaborative intrusion detection scheme",2017
48,"… A. Carpen-Amarie, C.Leordeanu, A. Costan, and G. Antoniu, ”Managing Data Access on :A Generic Framework for Enforcing  Policies”, In … and Applications (AINA), 2011 [6] R.Sravan Kumar and A. Saxena,”Data integrity proofs in  storage”, Third … ",2,https://ieeexplore.ieee.org/abstract/document/8058286/,"A Ochani,  - … IoT in Social, Mobile, Analytics and  …, 2017 - ieeexplore.ieee.org","issues in cloud security VM ""rollback"" attack virtual machine IaaS computing",2017
49,"… In-The-Middle)  against live  ( ) Migration,   , and so …Such technologies are needed to defend against virtualization  such as hackings … one forthe management of collected information; one for analyzing   events and … ",,https://www.scientific.net/AMM.336-338.2035,"IA Cheong, SG Lee, KH Son - Applied Mechanics and Materials, 2013 - Trans Tech Publ","A Study on the Virtualization cloud security VM ""rollback"" attack virtual machine IaaS Management in the cloud security VM ""rollback"" attack virtual machine IaaS Computing Environment",2013
50,… Fig. 1 -  flow Fig. 2 mainly describe about the  how it can open the backdoor in thehyervisors to compromised the integrity of the data and  of hypervisors … which allowthe engine to analysis the malware to make system more . Fig … ,1,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3170188,"H Dhote,  - … of 3rd International Conference on Internet …, 2018 - papers.ssrn.com",Practice on Detecting Malware in Virtualized Environment of ,2018
51,… systems (Nie et al. 2018). Data loss is the most severe  issue in such kindof educational  environments. Load runner and AppScan tools are used forthe  analysis of educational . These tools help in … ,,https://link.springer.com/chapter/10.1007/978-3-030-31703-4_8,"R Prasad, V Rohokale - Cyber : The Lifeline of Information and …, 2020 - Springer",Computing,2020
52,"… Monitoring  from the  (C2): The most sig- nificant issue is to  the  rather thanmonitoring …  awareness is a  concern that is often overlooked49. The misuse ofopen  services by users often allows an attacker to access the system, so users … ",1,https://www.researchgate.net/profile/Khalil_Al-Shqeerat/publication/331197914_A_Taxonomy_of_Virtualization_Security_Issues_in_Cloud_Computing_Environments/links/5c6b997592851c1c9deaae6b/A-Taxonomy-of-Virtualization-Security-Issues-in-Cloud-Computing-Environments.pdf,"NM Almutairy, … - Indian Journal of …, 2019 - researchgate.net","A Taxonomy of Virtualization cloud security VM ""rollback"" attack virtual machine IaaS Issues in cloud security VM ""rollback"" attack virtual machine IaaS Computing Environments",2019
53,"… In fact, the hypervisor is an important cornerstone of  computing that is not … of the integrityand compliance of the employee's mobile device to the desired  policies. virtualization mechanisms based on a trusted transparent monitoring hypervisor would help … ",1,https://link.springer.com/chapter/10.1007/978-3-030-04834-1_9,",  - From Database to Cyber , 2018 - Springer","Virtualization Technologies and cloud security VM ""rollback"" attack virtual machine IaaS : advantages, issues, and perspectives",2018
54,"… On the other hand, in public ,  providers provide IT activities and functions as a servicewhich can be … of the algorithm so that it can be applied on big data in 5 G LTE environment for  … X. Liu, Z. Yao, J. Ma, Q. Li, K. Geng and SP Chen, A  Data Self … ",6,https://www.sciencedirect.com/science/article/pii/S1877050915013307,"N Sengupta, R Chinnasamy - Procedia Computer Science, 2015 - Elsevier",Contriving hybrid DESCAST algorithm for ,2015
55,"…  Agency (ENISA) reported that Dropbox (a large -storage service) was by DDoS … In general, this research is based on the information exchange between . Every is loaded with its own IDS, so if one is under , then the cooperative IDS … ",1,http://www.academia.edu/download/59222973/05_Paper_31031920_IJCSIS_Camera_Ready_pp67-9020190512-80804-19u1ak0.pdf,"L Alhenaki, A Alwatban, B Alahmri… - … and Information  …, 2019 - academia.edu","in cloud security VM ""rollback"" attack virtual machine IaaS computing: A survey",2019
56,"… Zhaolong et al. (2016) discussed recent developments in  computing, various  issuesand challenges in  computing environment, various … (2013) provided a systematic reviewof  issues in  based on an attribute-driven methodology … ",200,https://www.sciencedirect.com/science/article/pii/S1084804516301990,", ,  - Journal of Network and Computer …, 2016 - Elsevier","A survey on cloud security VM ""rollback"" attack virtual machine IaaS computing cloud security VM ""rollback"" attack virtual machine IaaS : Issues, threats, and solutions",2016
57,"… [2] G. Shanmugasundaram, V. Aswini, G. Suganya, “A Comprehensive Review on Computing ”, International Conference on … Lee, David Patterson, Ariel Rabkin, Ion Stoica,and Matei Zaharia, “Above the : A Berkeley View of  Computing”, UC … ",,https://ieeexplore.ieee.org/abstract/document/8777537/,"AA Mishra, K Surve, U Patidar… - 2018 4th International …, 2018 - ieeexplore.ieee.org","Effectiveness of Confidentiality, Integrity and Availability in the cloud security VM ""rollback"" attack virtual machine IaaS of cloud security VM ""rollback"" attack virtual machine IaaS Computing: A Review",2018
58,… It offers greater control and focuses more on data  … Hybrid : Composition of two ormore than two  from different … Audio stegnography  infrastructure and access    infrastructure and access Table 3: Possible  on  … ,1,http://www.academia.edu/download/42843291/V3I2-0048.pdf," - International Journal, 2015 - academia.edu",Forensics: Need for an Enhancement in Intrusion Detection System,2015
59,…  concerns limit or even impede enterprise migration into public  … But one criticalyet subtle related  property—freshness—of data is often overlooked … Freshness ensuresthe lat- est updates are always propagated to the  and prevents   in … ,164,https://dl.acm.org/doi/abs/10.1145/2408776.2408793,",  - Communications of the ACM, 2013 - dl.acm.org","New approaches to cloud security VM ""rollback"" attack virtual machine IaaS and availability for cloud security VM ""rollback"" attack virtual machine IaaS data",2013
60,"… To guide future research, we discussed generalized  measures and requirementsto be taken to achieve  virtualized implementations …  providers, -as-a-service based on  introspection and ensures the best  [8] … ",1,https://link.springer.com/article/10.1007/s41870-019-00294-x,", A Aggarwal,  - International Journal of Information …, 2019 - Springer","Virtualization vulnerabilities, cloud security VM ""rollback"" attack virtual machine IaaS issues, and solutions: a critical study and comparison",2019
61,"… [5] Ristenpart, T., Tromer, E., Shacham, H., Savage, S.: “Hey, you, get off of my : exploringInformation leakage in third-party Compute .” In: 16th ACM Conference on Computerand Communications  (CCS 2009), p. 199-212. (2009) … ",,https://ieeexplore.ieee.org/abstract/document/8947629/,"BO Sane, I Niang,  - 2018 International Conference on …, 2018 - ieeexplore.ieee.org","A Review of Virtualization, Hypervisor and cloud security VM ""rollback"" attack virtual machine IaaS Allocation cloud security VM ""rollback"" attack virtual machine IaaS : Threats, Vulnerabilities, and Countermeasures",2018
62,"… The  and threats always have poured gloomy  on the user raising the concern about …the transparency of the services and creates trust issues between user and the  serviceprovider … On the other hand, VIM is a  supervisor who checks the status of  … ",,https://link.springer.com/chapter/10.1007/978-3-319-75683-7_18,"N Ravi,  - … on Sensor Networks, Systems and , 2017 - Springer",Threats and Solutions for Virtualization and Migration in ,2017
63,"… While implementing, exaggerate the  model to withstand the  … REFERENCES [1]M. Armbrust, A. Fox, R. Griffith, Anthony D. Joseph,et al. “Above the : A Berkeley Viewof  Computing”. 2009, EECS Department, University of California, Berkeley … ",2,http://www.ijiset.com/v1s4/IJISET_V1_I4_66.pdf,"K Sunitha - … Journal of Innovative Science, Engineering & …, 2014 - ijiset.com","A Survey on Securing the cloud security VM ""rollback"" attack virtual machine IaaS in cloud security VM ""rollback"" attack virtual machine IaaS Computing",2014
64,"… and Network  (CNS), IEEE (2018)Google Scholar. 7. Subramanian, N., Jeyaraj, A.: Recent challenges in  computing … 28–42 (2018)CrossRefGoogle Scholar. 8. Laniepce,S., et al.: Engineering intrusion prevention services for  : the way … ",,https://link.springer.com/chapter/10.1007/978-981-15-0184-5_76,", P Swarnalatha - Soft Computing for Problem Solving, 2020 - Springer","Exploration of Various cloud security VM ""rollback"" attack virtual machine IaaS Challenges and Threats",2020
65,… Uses 0.1 user  for user authentication … 6. ISSUES IN  COMPUTING Computing can be defined as a pool of virtualised computing resources that allows users to gainaccess to applications and data in a web …  computing still have some issues [14] … ,3,https://pdfs.semanticscholar.org/b9f3/3e246a75eb0561b3acac7d0806068238e523.pdf,"S Mohapatra, S Mohanty… - … Journal of Computer …, 2017 - pdfs.semanticscholar.org","Comparison of various platforms in cloud security VM ""rollback"" attack virtual machine IaaS computing",2017
