,abstract,citations,link,reference,title,year
741,"… against shifting, scaling, permutation, and size means that any change in the number of flowsof an  (size invariance … of missed  samples) and true positives for  categories(number of detected  samples) for  Web  (CWS) blocks … ",21,https://patents.google.com/patent/US10187412B2/en,"K Bartos,  - US Patent 10,187,412, 2019 - Google Patents","Robust representation of network traffic for detecting cloud security ""SQL injection"" attack malware variations",2019.0
732,"… This made users to take  very seriously to  privacy and essential data … recover froman  quickly. The  is a great resource to fight against DDoS  … Jovičić, B., & Simić,D. (2006). Common Web Application  Types and  Using ASP.NET … ",HTML-versie,"https://www.saintleo.edu/hubfs/Resource%20PDFs%20and%20DOCs/Academics/Center%20for%20Cybersecurity/Student%20Projects/2019/Anthony%20Garcia,%20Michael%20Lee,%20&%20Phillip%20Waitkevich%20Web%20Applications%20Security.pdf","A Garcia, M Lee, P Waitkevich - 2019 - saintleo.edu",COM-450-CA01 5 March 2019,2019.0
719,"… By operating the platform 105 as a centralized yet  resource for multiple entities … One methodfor implementing the needed  measures is via digital rights management (DRM) … Justas DRM is used to  conventional copyrighted material (eg, audio and video … ",20,https://patents.google.com/patent/US10275600B2/en,"CJ Wysopal, CJ Eng, MP Moynahan - US Patent App. 10/275,600, 2019 - Google Patents","Assessment and analysis of software cloud security ""SQL injection"" attack malware flaws",2019.0
715,"… This incident was caused by improperly secured servers in Amazon , but the impact of …application that contains or uses identity data, you have an obligation to  that data … Youneed to be able to demonstrate diligent adherence to - and privacy-related policies … ",1,https://link.springer.com/chapter/10.1007/978-1-4842-5095-2_19,", A Hingnikar - Solving Identity Management in Modern …, 2019 - Springer",Failures,2019.0
670,"… An NAC solution can  a network from such end devices and detect and rectify these … [6]S. Khadafi, BD Meilani and S. Arifin,"" Sistem keamanan open  computing menggunakanids … [7] F. Arsin, M. Yamin and L. Surimi,"" Implementasi  system menggunakan … ",Alle 2 versiesHTML-versie,https://www.researchgate.net/profile/Mohammad_Alshammari/publication/336266496_Design_and_Learning_Effectiveness_Evaluation_of_Gamification_in_e-Learning_Systems/links/5daee953a6fdccc99d92b461/Design-and-Learning-Effectiveness-Evaluation-of-Gamification-in-e-Learning-Systems.pdf#page=381,"AS Putra, N Surantha - Editorial Preface From the Desk of …, 2019 - researchgate.net",Internal Threat Defense using Network Access Control and Intrusion Prevention System,2019.0
374,"… In the yr of 2012, LinkedIn was being  through the hacker through the   … Solving the problem of hypervisor  is an vital step in imparting a  surroundings for agencies and buyers to utilize. REFERENCES … ",HTML-versie,http://www.academia.edu/download/60419490/IRJET-V6I367020190828-127937-1n8vv3p.pdf,KR Dinakar - 2019 - academia.edu,"A Survey on Virtualization and cloud security ""SQL injection"" attack malware on Virtual Machine Monitor (VMM)",2019.0
665,… B2 US10489581 B2 US 10489581B2 Authority US United States Prior art keywords cookiessample  cookie virtual … 239000008264  Substances 0 abstract claims description36; 238000004590 computer program Methods 0 abstract claims description 23; … ,3,https://patents.google.com/patent/US10489581B2/en,", W Xu, K Sanders - US Patent 10,489,581, 2019 - Google Patents","Cookies watermarking in cloud security ""SQL injection"" attack malware analysis",2019.0
695,2.,4,http://solarenergyengineering.asmedigitalcollection.asme.org/article.aspx?articleid=2716680,",  - Journal of Manufacturing …, 2019 - … .asmedigitalcollection.asme.org",Intrusion Detection System for Cyber-Manufacturing System,2019.0
662,… Cybercrime Protecting Against Investment Fraud Protecting Against Identity Theft  BrowserSettings … HIPAA Sarbanes-Oxley Payment Card Industry Data  Standards Summary TestYour … Introduction Basics of Assessing a System Patch Ports  Policies Probe … ,96,https://books.google.nl/books?hl=nl&lr=&id=erauDwAAQBAJ&oi=fnd&pg=PT34&dq=cloud+security+%22SQL+injection%22+attack+malware&ots=F17tuVkRvo&sig=k9c9z3GyT8wdBW3kOx_AY-LrLvM, - 2019 - books.google.com,"Computer cloud security ""SQL injection"" attack malware fundamentals",2019.0
203,"… key, doing so will help the receiver validates that the message comes from a legitim source, whichis known in  field as … There are four main types of  associated with  [20] … Thus, this section discusses various  that can arise in  virtualization … ",HTML-versie,http://www.jatit.org/volumes/Vol97No19/17Vol97No19.pdf,"LS ALSALEEM, SA ALQAHTANI, SF ALHARBI… - Journal of Theoretical …, 2019 - jatit.org","COMPUTING BASED cloud security ""SQL injection"" attack malware AND COUNTERMEASURES: A SURVEY",2019.0
629,"… However, their application to IoT  components has been limited up to now … Program Analysisof Commodity IoT Applications for  and Privacy: Challenges and Opportuni- ties … [DD77]DE Denning, PJ Denning. Certification of Programs for  Information Flow … ",Alle 9 versiesHTML-versie,https://journal.ub.tu-berlin.de/eceasst/article/view/1104,", AK Mandal, … - … Communications of the …, 2019 - journal.ub.tu-berlin.de",Cross-Programming Language Taint Analysis for the IoT Ecosystem,2019.0
636,… Organizations are able to control and  user authen- tication through  software provided …at- tacks or information exfiltration since the company is unfit to  assets it … A complete stagefor   and encryption also ought to convey powerful access controls … ,Alle 4 versies,https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119593171#page=99,",  - Designs for the , Iot, and …, 2019 - Wiley Online Library","Application Safety and Service Vulnerability in cloud security ""SQL injection"" attack malware Network",2019.0
208,… Current method of digital identity management is not good enough for hybrid .Shared-Technology Vulnerabilities • Development of shared components is not guaranteed …TYPES OF    Affected  Services Effects Solutions … ,Alle 2 versies,https://ieeexplore.ieee.org/abstract/document/8769497/,"L Alhenaki, A Alwatban, B Alamri… - … & Information  …, 2019 - ieeexplore.ieee.org","A Survey on the cloud security ""SQL injection"" attack malware of cloud security ""SQL injection"" attack malware Computing",2019.0
83,Detection of   . Download PDF … 5; 239000003795 chemical substance byapplication Substances 0 description 39; 239000008264  Substances 0 … H04L63/00—Network architectures or network communication protocols for network ; H04L63/14 … ,17,https://patents.google.com/patent/US10447730B2/en,"SV Gupta - US Patent 10,447,730, 2019 - Google Patents",Detection of ,2019.0
28,"… 11] Z. Chen, F. Han, J. Cao, X. Jiang, S. Chen, “ computing- based forensic analysis forcollaborative network  management system … K. Kourai, T. Azumi, and S. Chiba, “Aself-protection mechanism against stepping-stone  for IaaS ”, in Ubiquitous … ",3,https://ieeexplore.ieee.org/abstract/document/8776897/,", M Saran, R Kumar - … Conference on  …, 2019 - ieeexplore.ieee.org","A survey on cloud security ""SQL injection"" attack malware over sensor-",2019.0
658,"… Due to the exponential increase in  breaches, companies should  their IT … Theseteams proactively  the network from intruders by gathering necessary information and …concerned with estimating the likelihood and impact of a successful  breach with … ",2,https://www.sciencedirect.com/science/article/pii/S0167739X18312081,"T Yaqoob, A Arshad, , … - Future Generation …, 2019 - Elsevier","Framework for Calculating Return on cloud security ""SQL injection"" attack malware Investment (ROSI) for cloud security ""SQL injection"" attack malware -Oriented Organizations",2019.0
191,"… They presented vulnerabilities associated with these attributes and  models of how the … Whilefocusing on  objectives is useful in  analysis, such classification does not … Theirsurvey categorizes  according to the components in the  in which they … ",10,https://www.sciencedirect.com/science/article/pii/S1389128618308259,", , , , N Fetais… - Computer Networks, 2019 - Elsevier","Systematic identification of threats in the cloud security ""SQL injection"" attack malware : A Survey",2019.0
245,"… Signature wrapping : Based on the  system, this type of  uses the XML signatureto … The  smart home system is a challenging and complex task. Software : The mainsource of  vulnerabilities in any network system is considered to be software … ",1Alle 2 versiesIn cache,https://www.mdpi.com/2076-3417/9/13/2763,", J Costa, , ,  - Applied Sciences, 2019 - mdpi.com","VPNFilter cloud security ""SQL injection"" attack malware analysis on cyber threat in smart home Network",2019.0
369,"… in the detection of and response to  threats in multi-tenant  by introducing a … In anexample, there is another tenant, tenant 210, in the multi-tenant  270 … or a type of abnormalitytriggering a report from application  module 142 to  policy engine … ",Alle 2 versiesIn cache,https://patents.google.com/patent/US20190281080A1/en,"H Chen - US Patent App. 16/414,070, 2019 - Google Patents","Multi-tenant cloud security ""SQL injection"" attack malware threat detection",2019.0
723,"…  presents a major concern echoed by many organizations migrating to  computing[1 …  layer III (application layer), Confidentiality, MITM  [30], VM, Client Device, Router,VM …   [35], Client Device, VM, LS, VM - VR, VM – VR – LS, VM – Client Dev … ",3,https://www.sciencedirect.com/science/article/pii/S0167739X18308768,", H Chen, Z Wang - Future Generation Computer Systems, 2019 - Elsevier","Bayesian network based weighted APT cloud security ""SQL injection"" attack malware paths modeling in cloud security ""SQL injection"" attack malware computing",2019.0
376,"… In cyber  in networking conference 2018 (pp … In international conference on  computing,data science & engineering 2018 (pp … 17] Bukhari SN, Dar MA, Iqbal U. Reducing  surfacecorresponding to type 1 cross-site scripting  using  development life … ",Alle 2 versiesHTML-versie,https://pdfs.semanticscholar.org/c23c/f1a1d31c3f7b67af350082a4a15fba7e225e.pdf,"M Agrawal, K Patidar, R Kushwah, S Chouhan - 2019 - pdfs.semanticscholar.org","A blowfish-RC6 (BRC6) with sending identification bit (SIB) mechanism for data cloud security ""SQL injection"" attack malware in XSS",2019.0
137,"… IDS), such as snort and Web Application Firewalls (WAFs), are used to  against web … Wepropose a generic distributed web  detection system on edge devices of the  … that deeplearning provides new solutions for challenges in the field of cyber  … ",9Alle 2 versies,https://ieeexplore.ieee.org/abstract/document/8821336/,", C Luo, J Qiu, … - IEEE Transactions on …, 2019 - ieeexplore.ieee.org","A distributed deep learning system for Web cloud security ""SQL injection"" attack malware detection on edge devices",2019.0
256,"… the  risks must be controlled. Even the data residing inside the  isvulnerable to . Much vulnerability in  still exists and hackers continueto exploit these  holes. In this paper, we have examined … ",HTML-versie,http://files.aiscience.org/journal/article/pdf/70080109.pdf,"E Kolawole, , O Odejide… - American Journal of …, 2019 - files.aiscience.org","Issues, Threats and Possible Solutions in cloud security ""SQL injection"" attack malware Computing",2019.0
366,… 2016. A hybrid fuzzy multi- criteria decision model for  service selection and importancedegree of component services in service compositions … In IEEE Transactions on dependable and computing) … 2018.  threats to critical infrastructure: the human factor … ,Alle 2 versies,https://dl.acm.org/doi/abs/10.1145/3341325.3342032,"P Touseef, , , H Tauseef… - Proceedings of the 3rd …, 2019 - dl.acm.org","Analysis of Automated Web Application cloud security ""SQL injection"" attack malware Vulnerabilities Testing",2019.0
136,… 7) Data Privacy: It is the ability of an individual to  sensitive data about themselves …Regulatory Compliance a. CSP must be able to submit to external Audits and  certificationsto  customers b. CSP needs to frame unified regulatory compliance … ,Alle 3 versiesHTML-versie,https://www.jestr.org/downloads/Volume12Issue3/fulltext81232019.pdf,", S Doddi - Journal of Engineering Science & Technology …, 2019 - jestr.org","Achieving cloud security ""SQL injection"" attack malware Solutions through Machine and Non-Machine Learning Techniques: A Survey.",2019.0
530,"… IOT, and sophisticated electronic gadgets [5]. As the  data storage and  data retrieval …Though many  vendors come up with new software and technologies, there were not … Stillandroid forensics and  forensics [14] stand as a major challenge for forensic … ",2,https://link.springer.com/chapter/10.1007/978-981-13-1580-0_67,", J Norman - … Conference on Artificial Intelligence and Cognitive …, 2019 - Springer",An Analysis of Digital Forensics in Cyber ,2019.0
523,"… The persistent nature of the threat makes it difficult for the defender to  against it … IsecLab's analysis of Amazon's , Amazon Web Services (AWS), showed exactly this, byhighlighting the state of AWS insecurity with respect to  vulnerabilities and … ",24,https://link.springer.com/article/10.1007/s11227-016-1850-4,", , SY Moon, D Moon… - The Journal of …, 2019 - Springer","A comprehensive study on APT cloud security ""SQL injection"" attack malware and countermeasures for future networks and communications: challenges and solutions",2019.0
230,"… and it has been derived properly and in clear way, which gives proper view of  and challenges … For  of  systems, here there is a consideration of three major factors … provides storage service for data where user can store data for future purpose … ",HTML-versie,https://www.researchgate.net/profile/Foram_Suthar/publication/335807665_A_Survey_on_Cloud_Security_Issues/links/5dd95adf458515dc2f48c00a/A-Survey-on-Cloud-Security-Issues.pdf,", SVO Khanna, J Patel - 2019 - researchgate.net","A Survey on cloud security ""SQL injection"" attack malware Issues",2019.0
297,"…  Agency (ENISA) reported that Dropbox (a large -storage service) was by DDoS … . In general, this research is based on the information exchange between  …performance is the base for decisions regarding the trustworthiness of a  … ",1,https://www.academia.edu/download/59222973/05_Paper_31031920_IJCSIS_Camera_Ready_pp67-9020190512-80804-19u1ak0.pdf,"L Alhenaki, A Alwatban, B Alahmri… - … and Information  …, 2019 - academia.edu","IN cloud security ""SQL injection"" attack malware COMPUTING: A SURVEY",2019.0
506,"… When we use vendor software, regardless of whether it is -based or on-premises, we open …The easiest and most effective way to  against   is to be proactive and write …Once those sensitive areas are located, address them with multiple levels of  … ",2,https://link.springer.com/chapter/10.1007/978-1-4842-4318-3_2,"E Pollack - Dynamic SQL, 2019 - Springer",Protecting Against ,2019.0
299,"… rapidly shifting towards  which raises new challenges for  and   solutionsare … Learning(ML) can be used to automatically monitor, discover, classify and  sensitiveinformation … used to find vulnerabilities that may be difficult for the  team to … ",Alle 2 versiesHTML-versie,http://asianssr.org/index.php/ajct/article/view/866,"A Dhondse,  - Asian Journal For Convergence In Technology …, 2019 - asianssr.org",Redefining Cybersecurity with AI and Machine Learning,2019.0
480,"… In cyber  in networking conference 2018 (pp … In international conference on  computing,data science & engineering 2018 (pp … 17] Bukhari SN, Dar MA, Iqbal U. Reducing  surfacecorresponding to type 1 cross-site scripting  using  development life … ",Alle 2 versiesHTML-versie,https://pdfs.semanticscholar.org/eaaf/1420fa4024b5bfce9802016ca7fad5e355e6.pdf,"M Agrawal, K Patidar, R Kushwah, S Chouhan - 2019 - pdfs.semanticscholar.org",Computation analysis and review based on cross-site scripting ,2019.0
479,"… 2  Which are Federated 9.2 … in e-commerce Reasons for the federation of  Graphtheory in computer networks Grap theory in  The major … of the prime concerns for anyorganization, whether governmental or private sector; and for the sake of  and safety … ",12,https://books.google.nl/books?hl=nl&lr=&id=e6iODwAAQBAJ&oi=fnd&pg=PP2&dq=cloud+security+%22SQL+injection%22+attack+malware&ots=Z1bBxhlZvX&sig=Gqp9dPmw_KSqkiFA7aCq06Pz9qk,", R Kumar, , ,  - 2019 - books.google.com","Cyber cloud security ""SQL injection"" attack malware in Parallel and Distributed Computing: Concepts, Techniques, Applications and Case Studies",2019.0
264,… as a reference model and discusses about various hypothetical means to elevate the strength of … [67] have discussed about different strategies that could  IoT from … are also workbeing carried out towards resisting specific forms of  in  environment as … ,Alle 2 versiesHTML-versie,https://pdfs.semanticscholar.org/a510/d652b39b2e34b859f6e70e85cfd8624e6b5c.pdf,"MC Patil - International Journal of Electrical & Computer …, 2019 - pdfs.semanticscholar.org","Reviewing effectivity in cloud security ""SQL injection"" attack malware approaches towards strengthening internet architecture.",2019.0
546,"… Because of these benefits, these databases are getting popular for large-scale  and web …So, to  applications from the risk of NoSQL injection … Sqreen [13] provides several publiclyavailable tools for  monitoring and protection monitoring including sup- port for … ",Alle 3 versies,https://ieeexplore.ieee.org/abstract/document/8754304/,", , Z Ahmed, A Iqbal… - 2019 IEEE 43rd …, 2019 - ieeexplore.ieee.org",Automatic Detection of NoSQL Injection Using Supervised Learning,2019.0
227,"… V. REFERENCES [1] Dan Gonzales, Member, IEEE, Jeremy M. Kaplan, Evan Saltzman, ZevWinkelman, and Dulani Wood, -Trust—a  Assessment Model for Infrastructure asa Service(IaaS) , IEEE Transactions On  Computing, Vol. 5, No … ",Alle 2 versiesHTML-versie,http://gujaratresearchsociety.in/index.php/JGRS/article/view/307,"JN Varshapriya - Journal of the Gujarat Research …, 2019 - gujaratresearchsociety.in","Vulnerabilities, Threats, cloud security ""SQL injection"" attack malware in cloud security ""SQL injection"" attack malware Computing",2019.0
444,"… evaluated authentication techniques, including OTPs, according to three axes: usability,deployability, and  [67] … Many mechanisms exist for mitigating - . Inthis … , they do  against attackers who obtain keys by stealing devices (without 16 … ",1Alle 2 versiesHTML-versie,https://scholarcommons.usf.edu/etd/7766/, - 2019 - scholarcommons.usf.edu,"Authentication and cloud security ""SQL injection"" attack malware -cloud security ""SQL injection"" attack malware Prevention Techniques in Web Applications",2019.0
318,"… involve Reconnaissance, Scanning, Vulnerability Assessment, Web Application  () and  … use for, further learning and improve their  analysis skills …transactions, Ecommerce, SCADA systems, inventory managements and  computing etc … ",Alle 2 versies,https://dl.acm.org/doi/abs/10.1145/3349266.3351391,"UM Khokhar, B Tran - Proceedings of the 20th Annual SIG Conference …, 2019 - dl.acm.org",Fundamentals of Ethical Hacking and Penetration Testing,2019.0
404,"… IEEE, 2013, pp. 549–553. [15] MT Sandikkaya and AE Harmanci, "" Problems ofPlatform-as-a-Service (PaaS)  and Practical Solutions to … IEEE, 2012, pp. 463–468. [16]S. Soufiane and B. Halima, ""SaaS  :  and Proposed Solutions"", Trans … ",1Alle 4 versiesHTML-versie,http://www.doiserbia.nb.rs/Article.aspx?id=0353-36701903345S,"MD Stojanović, … - Facta universitatis …, 2019 - doiserbia.nb.rs","Scada systems in the cloud security ""SQL injection"" attack malware and fog environments: Migration scenarios and cloud security ""SQL injection"" attack malware issues",2019.0
336,"… In this stage, students are required to implement proper  mechanisms to  theirsystems … Retrieved from https://www.tripwire.com/state-of- /featured/5-notable-ddos- … Market Cogitation and Techniques to Averting   for University  … ",HTML-versie,https://www.2019.iconest.net/fulltext/pdf/IConEST025.pdf, - 2019.iconest.net,"Labs and Three-Stage Learning Process Used in a Cyber cloud security ""SQL injection"" attack malware Learning System",2019.0
418,"… Hybrid , a combination of the aforementioned … Based on the independent nature of users, the literature review suggests that using game theory can … 3, we compare different papersthat use game theoretic methods for virtual machine and hypervisor  on  … ",Alle 3 versies,https://link.springer.com/chapter/10.1007/978-3-030-34863-2_1,"BO Sane, CSM Babou, , I Niang - International Conference on …, 2019 - Springer","A Survey of Game Theoretic Solutions for cloud security ""SQL injection"" attack malware Computing cloud security ""SQL injection"" attack malware Issues",2019.0
328,… Making these databases  and immune to web application  is therefore essentialto prevent … 1.2 Solutions to    US Air Force first made way for Intrusion DetectionSystems (IDS) in 1980s for Computer  Threat Monitoring and … ,Alle 2 versies,https://dl.acm.org/doi/abs/10.1145/3345837.3355952,"T Singh,  - … Symposium on QoS and for Wireless and …, 2019 - dl.acm.org","Real-time Traffic Monitoring and cloud security ""SQL injection"" attack malware Detection for Edge Networks",2019.0
356,"… of many of these logs is similar to web HyperText Transfer Protocol  (HTTPS) request …classes are detected by the proposed classifiers: “Basic directory traversal"", “ "",“Cross-site … Such system receives input from experts on the proposed   platform … ",Alle 2 versies,https://link.springer.com/chapter/10.1007/978-3-030-33509-0_18,", C Kappler, … - … P2P, Parallel, Grid,  …, 2019 - Springer","Log-Based Intrusion Detection for cloud security ""SQL injection"" attack malware Web Applications Using Machine Learning",2019.0
448,"… Cyber  Cyber  are the techniques, processes and skills needed to  andsafeguard computers, networks, programs and data from … Cyber  and privacy concernswill continue to grow as software-as- a-service (SaaS),  computing and the … ",Alle 2 versies,https://search.informit.com.au/documentSummary;dn=761032149449588;res=IELBUS,"L Shave - IQ: The RIM Quarterly, 2019 - search.informit.com.au",Unchartered territories for the information and records management professional,2019.0
452,"… can probably become victim of a cybercrime invasion known as password spraying that targets single sign on and  based applications … Viega, J. and McGraw, G. (2001).Building  Software, How to Avoid  Problems … ",HTML-versie,https://grdspublishing.org/index.php/matter/article/view/2151,"D Chady - MATTER: International Journal of Science and …, 2019 - grdspublishing.org","A SHORT STUDY ON THE CURRENT STATUS OF WEB APPLICATIONS cloud security ""SQL injection"" attack malware IN AFRICA AND ACROSS THE WORLD",2019.0
322,"… Proactively  and monitor key locations of  hosts … Doing application  protection,data  protection, securing host , network  protection, securing personalterminals, securing server rooms, and protecting the  of  … ",HTML-versie,https://www.cired-repository.org/handle/20.500.12455/204,N Chen - 2019 - cired-repository.org,"Research on Enterprise cloud security ""SQL injection"" attack malware Platform cloud security ""SQL injection"" attack malware System",2019.0
455,"… whenever they're on the lookout for more affordable alternatives, public  would be … challenges faced to  computing due to virtual machines  can face various …Stepping-Stone  Although VMs have many benefits, they have some  loopholes … ",HTML-versie,https://www.researchgate.net/profile/Wajid_Hassan3/publication/337973968_Latest_trends_challenges_and_solutions_in_security_in_the_era_of_cloud_computing_and_software_defined_networks/links/5df8b3e2a6fdcc283726d620/Latest-trends-challenges-and-solutions-in-security-in-the-era-of-cloud-computing-and-software-defined-networks.pdf,", , X Li, P Appiah-Kubi… - Int J Inf & Commun …, 2019 - researchgate.net","Latest trends, challenges and solutions in cloud security ""SQL injection"" attack malware in the era of cloud security ""SQL injection"" attack malware computing and software defined networks",2019.0
752,… that were related to the topics allowed us to get a hands on feel on what we would be doing.”(4) “Taught how to  your information … EZSetup: A Novel Tool for Cybersecurity PracticesUtilizing  Resources … The Role of Cyber- in Information Technology Education … ,2,https://dl.acm.org/citation.cfm?id=3241849,"Y Wang, M McCoey, H Zou - Proceedings of the 19th Annual SIG …, 2018 - dl.acm.org",Developing an Undergraduate Course Curriculum on Information ,2018.0
415,"… Web-based applications delivered using  are becoming increasingly popular due to less … [2]. More recently, diversity has found new applications in  computing  [3 …query string comparison, database schema matching and the use of diversity for  … ",HTML-versie,https://pdfs.semanticscholar.org/b4f3/c41e329342aa0a6ab104e786d84e3f92ec5b.pdf,"W Qu, W Huo,  - … Transactions on and …, 2018 - pdfs.semanticscholar.org","Opportunistic Diversity-Based Detection of Injection cloud security ""SQL injection"" attack malware in Web Applications",2018.0
763,"… [9] Gupta, Shashank, and BB Gupta. ""XSS- as a service for … ""Enhanced XSS DefensiveFramework for Web Applications Deployed in the Virtual Machines of  ComputingEnvironment."" In International … [24] 2017 WhiteHat  Application  Statistics Report … ",4,https://ieeexplore.ieee.org/abstract/document/8442855/,"G Kaur, B Pande, A Bhardwaj… - … Conference on  …, 2018 - ieeexplore.ieee.org","Defense against HTML5 XSS cloud security ""SQL injection"" attack malware vectors: a nested context-aware sanitization technique",2018.0
765,"… A  may connect to other  that serve other things, share data and request furtheranalytics capabilities. 10) Sensing and notification: Many things are smart … We use one popular8-bit microcontroller ATmega1284P to demonstrate the  issues in MCUs … ",8,https://arxiv.org/abs/1805.05853,", , Y Xu, C Gao, , , … - arXiv preprint arXiv …, 2018 - arxiv.org","IoT cloud security ""SQL injection"" attack malware : an end-to-end view and case study",2018.0
771,… problems that make data  a very important topic in the world of  computing [1 … Oneway is to know the gaps that are still less   on the website … Computer  isconcerned with self-prevention and detection of unknown intruders in computer systems … ,5,https://iopscience.iop.org/article/10.1088/1757-899X/407/1/012081/meta,"EB Setiawan,  - IOP Conference Series: Materials …, 2018 - iopscience.iop.org",Web vulnerability analysis and implementation,2018.0
586,"… 5 5https://blog.cloudsecurityalliance.org/2011/04/18/-the-api-keys- to-your--kingdom …[5] F. Doelitzscher, T. Ruebsamen, T. Karbe, C. Reich, and N. Clarke, “Sun behind -onautomatic   audits and a  audit policy language”, International … ",3,https://ieeexplore.ieee.org/abstract/document/8548329/,", , T Strauss… - 2018 IEEE 17th …, 2018 - ieeexplore.ieee.org","CSBAuditor: Proactive cloud security ""SQL injection"" attack malware Risk Analysis for cloud security ""SQL injection"" attack malware Storage Broker Systems",2018.0
585,"… network as needed to limit which devices can access to the overlay, and route the traffic basedon the identity instead of the IP address, to  endpoints from Man in the middle (MITM) andDDoS  … edge devices, data centers, or the  …  incidence response … ",HTML-versie,https://repository.library.georgetown.edu/handle/10822/1053223,"R Bellefleur, D Wang - 2018 - repository.library.georgetown.edu","IoT-Enabled Smart City cloud security ""SQL injection"" attack malware Considerations and Solutions",2018.0
